,StockCode,InvoiceDate,Description,Quantity,Price,Revenue
279,21098,2010-09-20 12:02:00,CHRISTMAS TOILET ROLL,180,1.25,225.0
280,21099,2010-03-12 10:09:00,SET/6 STRAWBERRY PAPER CUPS,12,0.65,7.800000000000001
281,21100,2010-08-05 14:35:00,CHARLIE AND LOLA CHARLOTTE BAG,19,1.65,31.35
282,21106,2010-07-20 14:27:00,CREAM SLICE FLANNEL CHOCOLATE SPOT ,12,2.95,35.400000000000006
283,21107,2010-04-22 14:31:00,CREAM SLICE FLANNEL PINK SPOT ,48,2.55,122.39999999999999
284,21108,2010-03-18 11:48:00,FAIRY CAKE FLANNEL ASSORTED COLOUR,135,1.91,217.53
285,21109,2010-07-20 14:27:00,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",22,5.55,90.9
286,21110,2010-03-18 11:48:00,LARGE CAKE TOWEL PINK SPOTS,44,6.616666666666667,277.8
287,21111,2010-03-18 11:48:00,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",42,2.5250000000000004,83.10000000000001
288,21112,2010-04-22 14:31:00,"SWISS ROLL TOWEL, PINK  SPOTS",30,2.75,78.9
289,21114,2010-01-21 08:47:00,LAVENDER SCENTED FABRIC HEART,150,1.25,187.5
290,21115,2010-02-17 10:04:00,ROSE CARAVAN DOORSTOP,152,6.11,891.6
291,21116,2010-01-22 11:41:00,OWL DOORSTOP,20,4.95,99.00000000000001
292,21117,2011-07-31 11:45:00,BLOND DOLL DOORSTOP,24,1.25,30.0
293,21121,2010-01-22 09:19:00,SET/10 RED SPOTTY PARTY CANDLES,360,1.25,450.0
294,21122,2010-04-26 13:54:00,SET/10 PINK SPOTTY PARTY CANDLES,336,1.25,420.0
295,21123,2010-04-19 10:23:00,SET/10 IVORY SPOTTY PARTY CANDLES,96,1.25,120.0
296,21124,2010-04-26 13:54:00,SET/10 BLUE SPOTTY PARTY CANDLES,312,1.25,390.0
297,21125,2010-01-07 19:34:00,SET 6 FOOTBALL CELEBRATION CANDLES,96,1.076,78.24000000000001
298,21126,2010-01-07 19:34:00,SET OF 6 GIRLS CELEBRATION CANDLES,108,1.105,93.24000000000001
299,21132,2011-05-20 10:27:00,SILVER STANDING GNOME   ,4,4.25,17.0
300,21133,2009-12-01 11:41:00,PAINTED BIRD ASSORTED CHRISTMAS,12,1.69,20.28
301,21135,2010-08-13 14:21:00,VICTORIAN  METAL POSTCARD SPRING,64,1.69,108.16
302,21136,2010-09-27 10:23:00,PAINTED METAL PEARS ASSORTED,184,1.69,310.96
303,21137,2010-03-03 12:21:00,BLACK RECORD COVER FRAME,40,3.66,141.36
304,21143,2009-12-07 13:49:00,ANTIQUE GLASS HEART DECORATION ,48,1.95,93.6
305,21144,2010-10-20 14:22:00,PINK POODLE HANGING DECORATION ,0,0.38,0.0
306,21146,2009-12-07 13:49:00,ANTIQUE GLASS RIDGED HANGING BALL,36,1.95,70.19999999999999
307,21147,2010-10-05 09:26:00,JINGLE BELLS TREE DECORATION,30,1.475,33.0
308,21153,2010-03-26 09:46:00,RED SPOTTY TABLECLOTH ,18,10.65,191.70000000000002
309,21154,2010-01-21 08:47:00,RED SPOTTY OVEN GLOVE ,430,1.2341666666666666,499.5
310,21155,2010-01-19 13:31:00,RED SPOTTY PEG BAG,84,2.31,195.3
311,21156,2009-12-18 13:48:00,RED SPOTTY CHILDS APRON,144,1.95,280.8
312,21157,2009-12-16 10:51:00,RED SPOTTY WASHBAG,6,2.1,12.600000000000001
313,21158,2010-01-21 08:47:00,MOODY GIRL DOOR HANGER ,50,1.45,72.5
314,21159,2010-01-21 08:47:00,MOODY BOY  DOOR HANGER ,34,1.45,49.3
315,21160,2010-01-21 08:47:00,KEEP OUT GIRLS DOOR HANGER ,20,1.45,29.0
316,21161,2010-01-21 08:47:00,KEEP OUT BOYS DOOR HANGER ,48,1.45,69.6
317,21162,2010-01-21 08:47:00,TOXIC AREA  DOOR HANGER ,72,0.9199999999999999,53.519999999999996
318,21163,2010-06-22 11:49:00,DO NOT TOUCH MY STUFF DOOR HANGER ,52,1.185,49.959999999999994
319,21164,2009-12-08 16:40:00,HOME SWEET HOME METAL SIGN ,1210,2.8447368421052635,3137.5
320,21165,2010-02-24 14:30:00,BEWARE OF THE CAT METAL SIGN ,780,1.5699999999999998,1145.3999999999999
321,21166,2010-02-07 14:27:00,COOK WITH WINE METAL SIGN ,3091,1.9347916666666667,5528.08
322,21169,2010-02-07 14:27:00,YOU'RE CONFUSING ME METAL SIGN ,2855,1.5607692307692307,4179.83
323,21171,2010-04-13 13:33:00,BATHROOM METAL SIGN ,578,1.2833333333333334,722.9
324,21172,2009-12-01 11:41:00,PARTY METAL SIGN ,108,1.45,156.6
325,21173,2010-02-24 14:30:00,LOO ROLL  METAL SIGN ,60,1.65,99.0
326,21174,2010-03-15 12:14:00,POTTERING IN THE SHED METAL SIGN,174,1.99,345.53999999999996
327,21175,2009-12-01 12:33:00,GIN + TONIC DIET METAL SIGN,425,2.316666666666667,938.25
328,21179,2010-03-03 12:21:00,NO JUNK MAIL METAL SIGN,208,1.1783333333333335,239.36
329,21181,2009-12-01 11:41:00,PLEASE ONE PERSON  METAL SIGN,2670,2.0375,5031.000000000001
330,21185,2009-12-18 13:01:00, HOME SWEET HOME  BLACKBOARD,6,6.35,38.099999999999994
331,21186,2010-07-16 09:45:00,WHITE DOVE HONEYCOMB PAPER GARLAND,24,1.65,39.599999999999994
332,21187,2010-09-21 12:43:00,WHITE BELL HONEYCOMB PAPER GARLAND ,12,1.65,19.799999999999997
333,21188,2010-02-08 14:53:00,3D HEARTS  HONEYCOMB PAPER GARLAND,24,2.95,70.80000000000001
334,21189,2011-11-09 17:07:00,WHITE HONEYCOMB PAPER GARLAND ,12,1.65,19.799999999999997
335,21190,2010-01-28 12:36:00,PINK HEARTS PAPER GARLAND,12,1.65,19.799999999999997
336,21191,2010-07-16 09:45:00,LARGE WHITE HONEYCOMB PAPER BELL  ,6,2.1,12.600000000000001
337,21194,2011-10-20 09:28:00,PINK  HONEYCOMB PAPER FAN,36,0.65,23.400000000000002
338,21196,2011-12-07 11:42:00,ROUND WHITE CONFETTI IN TUBE,12,1.65,19.799999999999997
339,21198,2011-12-07 11:42:00,WHITE HEART CONFETTI IN TUBE,12,1.65,19.799999999999997
340,21199,2010-03-24 12:20:00,PINK  HEART CONFETTI IN TUBE,12,1.65,19.799999999999997
341,21200,2010-04-22 14:31:00,MULTICOLOUR HONEYCOMB PAPER GARLAND,12,1.65,19.799999999999997
342,21203,2010-04-26 13:54:00,BUTTERFLIES  HONEYCOMB GARLAND,18,1.65,29.699999999999996
343,21204,2010-01-28 12:36:00,DAISIES  HONEYCOMB GARLAND ,42,1.65,69.29999999999998
344,21205,2010-04-22 14:31:00,MULTICOLOUR 3D BALLS GARLAND,12,2.55,30.599999999999998
345,21206,2010-04-26 13:54:00,STRAWBERRY HONEYCOMB  GARLAND ,18,1.65,29.699999999999996
346,21207,2010-05-06 17:22:00,SKULL AND CROSSBONES  GARLAND ,18,1.65,29.699999999999996
347,21208,2011-10-20 09:28:00,PASTEL COLOUR HONEYCOMB FAN,36,0.39,14.040000000000001
348,21209,2010-04-26 13:54:00,MULTICOLOUR HONEYCOMB FAN,156,0.705,75.96
349,21210,2009-12-07 13:49:00,SET OF 72 RETRO SPOT PAPER  DOILIES,744,1.423913043478261,982.8
350,21211,2010-09-20 12:02:00,SET OF 72 SKULL PAPER  DOILIES,36,1.45,52.199999999999996
351,21212,2009-12-01 12:30:00,PACK OF 72 RETRO SPOT CAKE CASES,5928,0.5295505617977528,2776.8
352,21213,2010-07-13 09:35:00,PACK OF 72 SKULL CAKE CASES,264,0.55,145.20000000000002
353,21214,2010-01-22 09:19:00,SET OF 72 IVORY PAPER DOILIES,468,1.4214285714285713,601.8
354,21215,2010-01-07 12:34:00, IVORY PAPER CUP CAKE CASES ,636,0.5314285714285715,287.4
355,21216,2009-12-21 13:04:00,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",276,4.734615384615385,1198.2
356,21217,2009-12-18 13:48:00,RED SPOTTY ROUND CAKE TINS,41,9.866666666666665,395.94999999999993
357,21218,2010-02-02 15:36:00,RED SPOTTY BISCUIT TIN,59,3.75,221.25
358,21219,2010-02-08 14:53:00,SET/4 BADGES BALLOON GIRL,30,1.25,37.5
359,21220,2010-02-08 14:53:00,SET/4 BADGES DOGS,30,1.25,37.5
360,21221,2010-02-08 14:53:00,SET/4 BADGES CUTE CREATURES,10,1.25,12.5
361,21222,2011-03-17 15:03:00,SET/4 BADGES BEETLES,20,1.25,25.0
362,21224,2011-10-17 12:25:00,SET/4 SKULL BADGES,20,1.25,25.0
363,21231,2009-12-01 12:30:00,SWEETHEART CERAMIC TRINKET BOX,384,1.228888888888889,452.64
364,21232,2009-12-01 12:30:00,STRAWBERRY CERAMIC TRINKET BOX,716,1.2341666666666666,853.96
365,21238,2010-04-29 09:16:00,RED SPOTTY CUP,56,0.85,47.6
366,21239,2010-04-29 09:16:00,PINK  SPOTTY CUP,48,0.85,40.8
367,21240,2010-04-29 09:16:00,BLUE  SPOTTY CUP,56,0.85,47.6
368,21241,2010-04-29 09:16:00,GREEN SPOTTY CUP,40,0.85,34.0
369,21242,2010-04-29 09:16:00,RED SPOTTY PLATE ,48,1.6900000000000002,81.12
370,21243,2010-04-29 09:16:00,PINK  SPOTTY PLATE ,64,1.69,108.16
371,21244,2010-04-29 09:16:00,BLUE  SPOTTY PLATE ,56,1.69,94.64
372,21245,2010-04-29 09:16:00,GREEN  SPOTTY PLATE ,48,1.6900000000000002,81.11999999999999
373,21246,2010-05-26 09:04:00,RED SPOTTY BIG BOWL,12,4.95,59.400000000000006
374,21247,2010-04-20 12:48:00,SET OF RED SALAD SERVERS ,24,1.49,35.76
375,21248,2010-04-19 13:30:00,DOOR HANGER  MUM + DADS ROOM,9,1.45,13.049999999999999
376,21249,2009-12-08 18:28:00,WOODLAND  HEIGHT CHART STICKERS ,42,2.9500000000000006,123.90000000000002
377,21251,2010-04-22 14:31:00,DINOSAUR HEIGHT CHART STICKER SET,36,2.95,106.20000000000002
378,21253,2010-06-24 11:35:00,SET OF PICTURE FRAME  STICKERS,30,2.9500000000000006,88.50000000000001
379,21257,2009-12-07 13:49:00,VICTORIAN SEWING BOX MEDIUM,349,7.680645161290323,2487.9
380,21258,2009-12-07 13:49:00,VICTORIAN SEWING BOX LARGE,24,12.61153846153846,291.6
381,21259,2009-12-08 18:28:00,VICTORIAN SEWING BOX SMALL ,72,5.95,428.40000000000003
382,21260,2010-01-21 08:47:00,FIRST AID TIN,162,3.0833333333333335,454.5
383,21261,2011-09-14 09:38:00,GREEN GOOSE FEATHER CHRISTMAS TREE ,12,2.95,35.400000000000006
384,21262,2011-06-08 10:45:00,WHITE GOOSE FEATHER CHRISTMAS TREE ,30,2.95,88.50000000000001
385,21263,2011-09-14 09:38:00,GREEN GOOSE FEATHER TREE 60CM,12,1.95,23.4
386,21264,2011-09-14 09:38:00,WHITE GOOSE FEATHER TREE 60CM ,12,1.95,23.4
387,21269,2010-09-08 08:18:00,ANTIQUE CREAM CUTLERY SHELF ,2,8.5,17.0
388,21270,2011-03-28 07:53:00,ANTIQUE CREAM CUTLERY CUPBOARD,2,12.75,25.5
389,21272,2010-05-09 12:49:00,SALLE DE BAIN HOOK,36,1.25,45.0
390,21274,2010-08-20 10:44:00,EMBOSSED HEART 3 DRAWER SHELF,1,12.75,12.75
391,21275,2009-12-18 13:48:00,ZINC TOP  2 DOOR WOODEN SHELF ,16,3.95,63.2
392,21276,2010-01-08 14:12:00,TWO EMBOSSED HEART MINI DRAWERS,24,5.95,142.8
393,21278,2009-12-18 14:08:00,VINTAGE KITCHEN PRINT PUDDINGS,12,2.55,30.599999999999998
394,21279,2010-04-19 13:30:00,VINTAGE KITCHEN PRINT FRUITS,11,2.55,28.049999999999997
395,21283,2010-05-17 13:22:00,NATURAL BARK CANDLE SMALL,3,3.25,9.75
396,21284,2010-10-05 09:26:00,RETROSPOT CANDLE  SMALL,48,0.8333333333333334,35.04
397,21285,2010-10-03 12:40:00,RETROSPOT CANDLE  MEDIUM,96,1.2883333333333333,125.76000000000002
398,21286,2011-12-07 11:42:00,RETROSPOT CANDLE  LARGE,24,0.59,14.16
399,21287,2011-04-06 13:18:00,SCENTED VELVET LOUNGE CANDLE ,84,0.815,42.36
400,21288,2010-01-21 08:47:00,STRIPEY CHOCOLATE NESTING BOXES,32,2.55,81.6
401,21289,2010-01-21 08:47:00,LARGE STRIPES CHOCOLATE GIFT BAG,240,1.25,300.0
402,21291,2010-01-21 08:47:00,SMALL SPOTTY CHOCOLATE GIFT BAG ,64,0.85,54.4
403,21292,2010-01-21 08:47:00,SMALL STRIPES CHOCOLATE GIFT BAG ,592,0.5371428571428571,327.52
404,21294,2011-06-08 10:45:00,ETCHED GLASS COASTER,48,0.39,18.72
405,21313,2010-03-15 12:14:00,GLASS HEART T-LIGHT HOLDER ,177,0.7975,132.39
406,21314,2010-03-19 14:41:00,SMALL GLASS HEART TRINKET POT,40,2.1,84.0
407,21318,2011-04-17 10:17:00,GLASS CHALICE BLUE SMALL ,36,0.39,14.040000000000001
408,21322,2010-01-07 19:34:00,GLASS SPHERE CANDLE STAND LARGE ,18,6.35,114.3
409,21323,2010-07-09 15:48:00,HANGING MEDINA LANTERN LARGE,3,4.25,12.75
410,21326,2010-12-17 14:21:00,AGED GLASS SILVER T-LIGHT HOLDER,24,0.65,15.600000000000001
411,21328,2010-09-30 14:46:00,BALLOONS  WRITING SET ,24,1.65,39.599999999999994
412,21331,2010-06-11 15:22:00,MOROCCAN BEATEN METAL DISH LARGE,2,12.75,25.5
413,21332,2011-01-26 12:29:00,MOROCCAN BEATEN METAL MIRROR,4,12.75,51.0
414,21333,2010-01-22 09:19:00,CLASSIC WHITE FRAME,46,2.95,135.70000000000002
415,21335,2010-05-09 12:49:00,LIBRARY LAMP,4,18.95,75.8
416,21340,2010-10-13 13:07:00,CLASSIC METAL BIRDCAGE PLANT HOLDER,10,12.75,127.5
417,21341,2010-01-08 14:12:00,KASBAH LANTERN WITH GLASS ,3,4.65,13.950000000000001
418,21348,2010-01-21 08:47:00,PINK SPOTS CHOCOLATE NESTING BOXES ,32,2.55,81.6
419,21349,2010-09-08 08:18:00,IVY HEART WREATH,40,6.75,270.0
420,21350,2010-08-26 12:52:00,GINGHAM HEART WREATH,6,2.95,17.700000000000003
421,21351,2010-08-26 12:52:00,CINAMMON & ORANGE WREATH,22,5.79,71.7
422,21352,2010-10-03 12:40:00,EUCALYPTUS & PINECONE  WREATH,26,5.216666666666667,120.30000000000001
423,21354,2010-09-05 10:44:00,TOAST ITS - BEST MUM,24,1.25,30.0
424,21355,2010-05-09 12:49:00,TOAST ITS - I LOVE YOU ,84,1.25,105.0
425,21356,2010-06-03 12:30:00,TOAST ITS - FAIRY FLOWER,48,1.25,60.0
426,21357,2010-06-03 12:30:00,TOAST ITS - DINOSAUR,12,1.25,15.0
427,21358,2010-05-09 12:49:00,TOAST ITS - HAPPY BIRTHDAY,37,1.25,46.25
428,21359,2009-12-18 13:35:00,RELAX LARGE WOOD LETTERS,2,15.95,31.9
429,21360,2009-12-18 13:35:00,JOY LARGE WOOD LETTERS,9,9.95,89.55
430,21361,2010-03-24 12:20:00,LOVE LARGE WOOD LETTERS ,19,12.75,242.25
431,21363,2010-04-19 10:04:00,HOME SMALL WOOD LETTERS,21,4.95,103.95000000000002
432,21364,2010-09-16 11:30:00,PEACE SMALL WOOD LETTERS,4,6.75,27.0
433,21373,2010-10-26 08:11:00,MIRRORED WALL ART SNOWFLAKES,36,0.8,29.4
434,21380,2010-02-24 09:24:00,WOODEN HAPPY BIRTHDAY GARLAND,138,2.95,407.1000000000001
435,21381,2010-01-31 14:37:00,MINI WOODEN HAPPY BIRTHDAY GARLAND,108,1.69,182.52
436,21382,2011-04-01 14:45:00,SET/4 SPRING FLOWER DECORATION,54,1.85,53.7
437,21383,2010-01-22 09:19:00,PACK OF 12 STICKY BUNNIES,30,0.65,19.5
438,21386,2010-03-04 09:32:00,IVORY HANGING DECORATION  EGG,96,0.454,34.08
439,21389,2010-02-02 10:47:00,IVORY HANGING DECORATION  BIRD,24,0.85,20.4
440,21390,2010-02-02 13:33:00,FILIGRIS HEART WITH BUTTERFLY,24,1.25,30.0
441,21391,2010-06-24 11:35:00,FRENCH EMROIDR LAVENDER SCENT HEART,18,1.425,21.6
442,21392,2010-11-01 11:43:00,RED POLKADOT PUDDING BOWL,6,2.1,12.600000000000001
443,21393,2010-11-01 11:43:00,BLUE POLKADOT PUDDING BOWL,6,2.1,12.600000000000001
444,21394,2011-09-14 09:38:00,RED POLKADOT BEAKER ,48,0.39,18.72
445,21395,2010-05-20 09:55:00,BLUE SPOTTY BEAKER ,6,1.95,11.7
446,21396,2009-12-21 13:04:00,RED SPOTTY EGG CUP ,312,1.136,335.28000000000003
447,21397,2010-03-04 09:32:00,BLUE  SPOTTY EGG CUP ,360,1.002,354.0
448,21398,2009-12-21 13:04:00,RED  SPOTTY COFFEE  MUG,342,1.548,535.3199999999999
449,21399,2011-03-28 07:53:00,BLUE POLKADOT COFFEE MUG,48,0.39,18.72
450,21400,2010-05-26 09:05:00,RED PUDDING SPOON,12,0.42,5.04
451,21401,2010-05-11 09:29:00,BLUE PUDDING SPOON,252,0.2914285714285714,69.84
452,21402,2010-03-15 14:15:00,RED  EGG  SPOON,108,0.195,16.56
453,21403,2010-03-04 09:32:00,BLUE EGG  SPOON,348,0.26999999999999996,88.56
454,21407,2009-12-18 14:08:00,BROWN CHECK CAT DOORSTOP ,39,4.25,165.75
455,21408,2010-01-22 11:41:00,SPOTTY PINK DUCK DOORSTOP,35,3.9214285714285713,130.35
456,21410,2010-04-20 12:48:00,COUNTRY COTTAGE  DOORSTOP GREEN,9,4.25,38.25
457,21411,2010-02-17 10:04:00,GINGHAM HEART  DOORSTOP RED,73,4.007894736842106,273.45
458,21412,2010-10-20 14:22:00,VINTAGE GOLD TINSEL REEL,18,0.42,7.5600000000000005
459,21416,2010-03-26 09:46:00,CLAM SHELL LARGE,8,3.75,30.0
460,21417,2010-03-26 09:46:00,COCKLE SHELL DISH,6,2.1,12.600000000000001
461,21422,2011-07-19 09:50:00,PORCELAIN ROSE SMALL,16,0.85,13.6
462,21428,2010-01-22 11:41:00,SET3 BOOK BOX GREEN GINGHAM FLOWER ,56,4.25,238.0
463,21429,2010-01-22 09:19:00,RED GINGHAM ROSE JEWELLERY BOX,152,1.7289473684210528,262.2
464,21430,2009-12-01 11:41:00,SET/3 RED GINGHAM ROSE STORAGE BOX,101,3.75,378.75
465,21431,2009-12-15 14:03:00,GREEN GINGHAM FLOWER JEWELLERY BOX,32,1.65,52.8
466,21432,2010-03-18 11:48:00,SET OF 3 CASES WOODLAND DESIGN,7,5.95,41.65
467,21437,2010-01-07 12:34:00,24 HANGING EASTER EGGS FLORAL TUB,248,3.6166666666666667,757.2
468,21438,2010-01-07 12:34:00,TUB 24 HANGING EASTER EGGS SPOTTY,236,3.59,712.2
469,21439,2010-02-02 10:47:00,BASKET OF TOADSTOOLS,24,1.25,30.0
470,21441,2010-05-11 09:29:00,BLUE BIRDHOUSE DECORATION,48,0.85,40.8
471,21442,2011-04-01 14:45:00,GREEN BIRDHOUSE DECORATION,36,0.52,14.76
472,21444,2010-01-07 19:34:00,BLUE CHALET BIRDFEEDER,20,3.75,75.0
473,21445,2010-07-07 12:08:00,12 PINK ROSE PEG PLACE SETTINGS,16,1.25,20.0
474,21446,2010-07-07 12:08:00,12 RED ROSE PEG PLACE SETTINGS,54,1.25,67.5
475,21447,2010-07-07 12:08:00,12 IVORY ROSE PEG PLACE SETTINGS,41,1.25,51.25
476,21448,2010-03-17 10:33:00,12 DAISY PEGS IN WOOD BOX,60,1.65,98.99999999999999
477,21452,2010-05-02 14:49:00,TOADSTOOL MONEY BOX,30,2.9500000000000006,88.50000000000001
478,21454,2010-02-02 10:47:00,PAINTED PINK RABBIT ,24,0.85,20.4
479,21455,2010-02-17 14:39:00,PAINTED YELLOW WOODEN DAISY,36,0.85,30.599999999999998
480,21456,2010-03-10 13:08:00,2 PICTURE BOOK EGGS EASTER CHICKS,12,1.25,15.0
481,21457,2011-02-15 14:49:00,2 PICTURE BOOK EGGS EASTER DUCKS,4,1.25,5.0
482,21458,2011-02-15 14:49:00,2 PICTURE BOOK EGGS EASTER BUNNY,4,1.25,5.0
483,21459,2011-02-18 11:36:00,YELLOW EASTER EGG HUNT START POST,6,1.95,11.7
484,21460,2011-02-18 11:36:00,GREEN EASTER EGG HUNT START POST,6,1.95,11.7
485,21462,2010-03-19 14:41:00,"NURSERY A,B,C PAINTED LETTERS",40,5.79,193.2
486,21465,2009-12-18 14:08:00,PINK FLOWER CROCHET FOOD COVER,128,3.75,480.0
487,21466,2010-01-22 09:19:00,RED FLOWER CROCHET FOOD COVER,156,3.7029411764705884,546.6
488,21467,2010-01-19 13:31:00,CHERRY CROCHET FOOD COVER,90,3.75,337.5
489,21468,2010-01-19 13:31:00,BUTTERFLY CROCHET FOOD COVER,54,3.75,202.5
490,21469,2009-12-07 13:49:00,POLKA DOT RAFFIA FOOD COVER,132,3.75,495.0
491,21470,2010-01-22 13:52:00,FLOWER VINE RAFFIA FOOD COVER,180,3.75,675.0
492,21471,2010-02-24 09:24:00,STRAWBERRY RAFFIA FOOD COVER,186,3.711904761904762,659.1
493,21472,2010-02-17 14:39:00,LADYBIRD + BEE RAFFIA FOOD COVER,162,3.6966666666666668,569.1
494,21473,2010-03-03 12:20:00,SWEETHEART CREAM STEEL TABLE RECT,6,19.95,119.69999999999999
495,21474,2010-03-03 12:20:00,SWEETHEART CREAM STEEL FOLDIN BENCH,10,19.95,199.5
496,21476,2010-05-20 09:55:00,STEEL SWEETHEART ROUND TABLE CREAM,2,14.95,29.9
497,21477,2009-12-07 09:42:00,STRING OF 20 ROSE LIGHTS,152,11.85,1668.0
498,21479,2009-12-07 09:42:00,WHITE SKULL HOT WATER BOTTLE ,44,3.9375,175.0
499,21481,2010-01-08 14:12:00,FAWN BLUE HOT WATER BOTTLE,122,3.0423076923076926,355.1
500,21482,2009-12-15 12:00:00,MUSHROOM BLUE HOT WATER BOTTLE,24,2.9500000000000006,70.80000000000001
501,21484,2009-12-01 12:30:00,CHICK GREY HOT WATER BOTTLE,104,3.4899999999999998,362.0
502,21485,2009-12-01 11:41:00,RED SPOT HEART HOT WATER BOTTLE,381,4.87,1717.95
503,21486,2010-01-07 19:34:00,PINK HEART DOTS HOT WATER BOTTLE,68,3.258,195.95999999999998
504,21488,2010-09-05 10:44:00,RED WHITE SCARF  HOT WATER BOTTLE,40,3.9500000000000006,158.0
505,21491,2010-09-27 10:23:00,SET OF THREE VINTAGE GIFT WRAPS,156,1.907142857142857,289.8
506,21494,2010-01-28 12:36:00,ROTATING LEAVES T-LIGHT HOLDER,84,1.4357142857142857,120.6
507,21495,2010-03-03 12:21:00,SKULLS WRAP,50,0.42,21.0
508,21497,2010-02-16 17:47:00,FANCY FONTS BIRTHDAY WRAP,150,0.42,63.0
509,21498,2009-12-10 10:29:00,RED SPOTS  WRAP ,475,0.42000000000000004,199.5
510,21499,2010-04-22 14:31:00,BLUE SPOTS  WRAP,175,0.42,73.5
511,21500,2010-04-22 14:31:00,PINK SPOTS  WRAP ,175,0.42000000000000004,73.5
512,21503,2010-03-03 12:21:00,TOYBOX  WRAP ,75,0.42,31.5
513,21506,2010-02-16 17:47:00,"FANCY FONT BIRTHDAY CARD, ",180,0.42,75.6
514,21507,2010-02-02 13:33:00,"ELEPHANT, BIRTHDAY CARD, ",108,0.42,45.36
515,21508,2010-02-02 13:33:00,VINTAGE KID DOLLY CARD ,120,0.42000000000000004,50.4
516,21509,2010-05-04 10:10:00,COWBOYS AND INDIANS BIRTHDAY CARD ,48,0.42,20.16
517,21518,2010-04-30 11:48:00,BANK ACCOUNT  GREETING  CARD ,24,0.42,10.08
518,21519,2009-12-10 10:29:00,GIN & TONIC DIET GREETING CARD ,324,0.42,136.08
519,21523,2009-12-01 11:41:00,FANCY FONT HOME SWEET HOME DOORMAT,692,7.219148936170213,4574.4
520,21524,2010-01-07 12:34:00,SPOTTY  HOME SWEET HOME DOORMAT,599,7.292888888888889,3907.13
521,21527,2009-12-15 14:03:00,RETRO SPOT TRADITIONAL TEAPOT ,61,7.91,472.95000000000005
522,21528,2010-01-22 09:19:00,DAIRY MAID TRADITIONAL TEAPOT ,38,6.7,240.10000000000002
523,21529,2010-01-21 08:47:00,RETRO SPOT CERAMIC TOASTRACK,30,3.45,103.50000000000001
524,21530,2011-10-20 09:28:00,DAIRY MAID TOASTRACK,36,0.79,28.44
525,21531,2010-05-26 09:05:00,RED RETROSPOT SUGAR JAM BOWL,142,2.55,362.09999999999997
526,21532,2010-03-04 09:32:00,DAIRY MAID SUGAR JAM BOWL,6,2.1,12.600000000000001
527,21533,2010-01-22 09:19:00,RETRO SPOT LARGE MILK JUG,238,4.95,1178.1000000000001
528,21534,2010-01-22 09:19:00,DAIRY MAID LARGE MILK JUG,24,4.95,118.80000000000001
529,21535,2009-12-15 14:03:00,RETRO SPOT SMALL MILK JUG,172,2.55,438.59999999999997
530,21536,2010-02-17 10:04:00,DAIRY MAID  SMALL  MILK JUG,12,2.1,25.200000000000003
531,21537,2009-12-15 14:03:00,RETRO SPOTS PUDDING BOWL,56,4.25,238.0
532,21539,2009-12-15 14:03:00,RETRO SPOTS BUTTER DISH,411,4.698214285714286,1802.7
533,21540,2010-01-22 09:19:00,DAIRY MAID CERAMIC BUTTER DISH,3,4.25,12.75
534,21544,2011-03-17 15:03:00,SKULLS  WATER TRANSFER TATTOOS ,12,0.85,10.2
535,21545,2010-02-21 12:50:00,CERAMIC BIRDHOUSE BUTTERFLY SMALL,24,2.95,70.80000000000001
536,21547,2009-12-18 13:01:00,CERAMIC BIRDHOUSE CRESTED TIT SMALL,24,2.95,70.80000000000001
537,21548,2010-02-24 09:24:00,CERAMIC BIRDHOUSE FINCH BLUE ROOF,18,2.9500000000000006,53.10000000000001
538,21549,2010-02-21 12:50:00,CERAMIC BIRDHOUSE RED ROOF SMALL,12,2.95,35.400000000000006
539,21552,2009-12-07 13:49:00,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,4,5.95,23.8
540,21553,2009-12-07 13:49:00,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,4,5.95,23.8
541,21554,2009-12-10 10:29:00,CERAMIC BIRDHOUSE RED ROOF LARGE,4,5.95,23.8
542,21556,2010-10-27 13:29:00,CERAMIC STRAWBERRY MONEY BOX,18,2.55,45.9
543,21557,2010-11-15 14:26:00,SET OF 6 FUNKY BEAKERS,12,2.95,35.400000000000006
544,21558,2009-12-13 13:53:00,SKULL LUNCHBOX WITH CUTLERY ,6,2.55,15.299999999999999
545,21559,2010-02-02 13:33:00,STRAWBERRY LUNCHBOX WITH CUTLERY,90,2.55,229.49999999999997
546,21561,2009-12-16 10:51:00,DINOSAUR LUNCHBOX WITH CUTLERY,66,2.55,168.29999999999998
547,21562,2010-09-12 12:31:00,HAWAIIAN GRASS SKIRT ,184,1.1233333333333333,199.60000000000002
548,21563,2009-12-15 14:03:00,RED HEART SHAPE LOVE BUCKET ,18,2.9500000000000006,53.10000000000001
549,21564,2010-02-02 13:33:00,PINK  HEART SHAPE LOVE BUCKET ,18,2.9500000000000006,53.10000000000001
550,21576,2010-07-30 12:30:00,LETS GO SHOPPING COTTON TOTE BAG,15,2.25,33.75
551,21577,2010-07-30 12:30:00,SAVE THE PLANET COTTON TOTE BAG,15,2.25,33.75
552,21578,2010-07-30 12:30:00,WOODLAND DESIGN  COTTON TOTE BAG,3,2.25,6.75
